nodeId,nodeTypeCd,nodeTypeNm,turnPCd,turnPNm,grs80tmX,grs80tmY,x,y,nodeName
1000025300,101,도로교차점,1,유,,454030.065337,127.0014287,37.5858287,혜화동로터리
1000025400,101,도로교차점,0,무,,454026.877572,127.0009795,37.5858,혜화동_우암길_진입
1000025600,101,도로교차점,0,무,,454035.481085,127.0012318,37.5858775,혜화동_혜화문길_진입
1000025700,101,도로교차점,0,무,,454038.991346,126.9700247,37.5859053,경복고등학교
1000025800,101,도로교차점,0,무,,454094.094463,126.9852831,37.5864047,삼청우체국
1000025900,101,도로교차점,0,무,,454244.958087,126.9966564,37.5877648,명륜파출소
1000026000,101,도로교차점,1,유,,454261.074772,127.0046446,37.58791,베드루신경정신과의원
1000026100,101,도로교차점,1,유,,454356.756565,126.968632,37.588768,경기상고
1000026200,101,도로교차점,0,무,,454415.217803,126.9973783,37.5892989,르느와르5
1000026300,104,도로시설물,0,무,,454433.750469,126.967023,37.5894613,자하문터널(남측)
1000026400,101,도로교차점,0,무,,454472.699088,126.999166,37.5898168,국민생활관
1000026500,103,속성변화점,0,무,,454597.640328,126.9656771,37.5909375,청운아파트
1000026600,102,도로시.종점,0,무,,454648.502827,126.9679518,37.5913964,벽산빌라
1000026700,105,행정경계,0,무,,454673.760554,126.9896982,37.5916279,종로구-성북구경계(3)
1000026800,101,도로교차점,0,무,,454741.573949,126.967329,37.5922348,윤동주문학관
1000026900,105,행정경계,0,무,,454754.322151,126.999139,37.5923542,종로구-성북구경계(2)
1000027100,104,도로시설물,0,무,,454852.960669,126.9821138,37.5932416,삼청터널(남측)
1000027200,105,행정경계,0,무,,455075.211113,126.9832728,37.5952442,종로구-성북구경계(4)
1000027300,101,도로교차점,0,무,,455555.234266,126.9587748,37.5995631,세검정_자하문길_진입
1000027400,101,도로교차점,1,유,,455566.901376,126.9576028,37.5996678,송암교앞거리
1000027500,101,도로교차점,0,무,,455566.272385,126.958828,37.5996626,세검정_자하문길_진출
1000027600,101,도로교차점,0,무,,455649.624119,126.9584652,37.6004135,세검정_세검정길_진입
1000027700,101,도로교차점,0,무,,455700.669266,126.9567366,37.6008728,상명초등학교
1000027800,101,도로교차점,0,무,,455746.529164,126.9800303,37.6012922,북악팔각정
1000027900,102,도로시.종점,1,유,,455797.028504,126.9551275,37.6017404,상명대학교
1000028000,101,도로교차점,0,무,,455798.599268,126.9812958,37.6017616,북악팔각정후문
1000028100,101,도로교차점,0,무,,455931.639097,126.9614272,37.6029554,신영삼거리_세검정길_진입
1000028200,101,도로교차점,1,유,,455993.960477,126.9618408,37.6035171,신영동삼거리
1000028300,101,도로교차점,0,무,,456050.042991,126.9626238,37.6040226,신영삼거리_세검정길_진출
1000028400,101,도로교차점,0,무,,456067.532081,126.9612682,37.6041797,신영삼거리_진흥로_진출
1000028500,101,도로교차점,0,무,,456071.554132,126.9613962,37.604216,신영삼거리_진흥로_진입
1000028600,101,도로교차점,1,유,,456144.654216,126.9652068,37.6048758,경일약국
1000028700,104,도로시설물,0,무,,456372.423646,126.973909,37.6069303,정릉터널(남측)
1000028800,101,도로교차점,1,유,,456379.326873,126.9589219,37.6069882,구기터널
1000028900,105,행정경계,0,무,,456413.135858,126.9858525,37.6072991,종로구-성북구경계(5)
1000029000,101,도로교차점,0,무,,456424.561894,126.971967,37.6073996,동양카센타
1000029100,101,도로교차점,1,유,,456538.811169,126.9567502,37.6084244,구기터널동측
